time,trend_leg_type,sub_phase,leg_progress,is_leg_confirmed,bars_since_leg_start,leg_id,teacher_confidence
2025-06-24 21:00:00+00:00,TRANSITION_LEG,IMPULSE,0.5454545454545454,0,6,3,0.4
2025-06-24 22:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6363636363636364,0,7,3,0.4
2025-06-24 23:00:00+00:00,RANGE_LEG,IMPULSE,0.7272727272727273,0,8,3,0.5
2025-06-25 00:00:00+00:00,RANGE_LEG,IMPULSE,0.8181818181818182,0,9,3,0.5
2025-06-25 01:00:00+00:00,RANGE_LEG,IMPULSE,0.9090909090909091,0,10,3,0.5
2025-06-25 02:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,11,3,0.5
2025-06-25 03:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,12,3,0.5
2025-06-25 04:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,13,3,0.5
2025-06-25 05:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,14,3,0.5
2025-06-25 06:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,15,3,0.5
2025-06-25 07:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,16,3,0.5
2025-06-25 08:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,17,3,0.5
2025-06-25 09:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,18,3,0.5
2025-06-25 10:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,19,3,0.5
2025-06-25 11:00:00+00:00,SLOW_UP_LEG,IMPULSE,0.0,1,20,3,0.8100578988315306
2025-06-25 12:00:00+00:00,SLOW_UP_LEG,IMPULSE,0.0,1,21,3,0.818972162167386
2025-06-25 13:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,1,22,3,0.9394528327157738
2025-06-25 14:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,1,23,3,0.8341393769958199
2025-06-25 15:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,24,3,0.5
2025-06-25 16:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,25,3,0.5
2025-06-25 17:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,26,3,0.5
2025-06-25 18:00:00+00:00,RANGE_LEG,EXHAUSTION,1.0,0,27,3,0.5
2025-06-25 19:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,28,3,0.5
2025-06-25 20:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,29,3,0.5
2025-06-25 21:00:00+00:00,TRANSITION_LEG,IMPULSE,0.04878048780487805,0,1,4,0.4
2025-06-25 22:00:00+00:00,TRANSITION_LEG,IMPULSE,0.2857142857142857,0,2,4,0.4
2025-06-25 23:00:00+00:00,TRANSITION_LEG,IMPULSE,0.42857142857142855,0,3,4,0.4
2025-06-26 00:00:00+00:00,TRANSITION_LEG,PULLBACK,0.5714285714285714,0,4,4,0.4
2025-06-26 01:00:00+00:00,TRANSITION_LEG,IMPULSE,0.24390243902439024,0,5,4,0.4
2025-06-26 02:00:00+00:00,TRANSITION_LEG,IMPULSE,0.8571428571428571,0,6,4,0.4
2025-06-26 03:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,7,4,0.4
2025-06-26 04:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,8,4,0.5
2025-06-26 05:00:00+00:00,RANGE_LEG,IMPULSE,0.43902439024390244,0,9,4,0.5
2025-06-26 06:00:00+00:00,RANGE_LEG,PULLBACK,0.4878048780487805,0,10,4,0.5
2025-06-26 07:00:00+00:00,RANGE_LEG,IMPULSE,0.5365853658536586,0,11,4,0.5
2025-06-26 08:00:00+00:00,RANGE_LEG,IMPULSE,0.5853658536585366,0,12,4,0.5
2025-06-26 09:00:00+00:00,RANGE_LEG,IMPULSE,0.6341463414634146,0,13,4,0.5
2025-06-26 10:00:00+00:00,RANGE_LEG,IMPULSE,0.6829268292682927,0,14,4,0.5
2025-06-26 11:00:00+00:00,RANGE_LEG,PULLBACK,0.7317073170731707,0,15,4,0.5
2025-06-26 12:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,16,4,0.5
2025-06-26 13:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,17,4,0.5
2025-06-26 14:00:00+00:00,RANGE_LEG,IMPULSE,0.8780487804878049,0,18,4,0.5
2025-06-26 15:00:00+00:00,RANGE_LEG,IMPULSE,0.926829268292683,0,19,4,0.5
2025-06-26 16:00:00+00:00,RANGE_LEG,IMPULSE,0.975609756097561,0,20,4,0.5
2025-06-26 17:00:00+00:00,RANGE_LEG,PULLBACK,1.0,0,21,4,0.5
2025-06-26 18:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,22,4,0.5
2025-06-26 19:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,23,4,0.5
2025-06-26 20:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,24,4,0.5
2025-06-26 21:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,25,4,0.5
2025-06-26 22:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,26,4,0.5
2025-06-26 23:00:00+00:00,TRANSITION_LEG,IMPULSE,0.04878048780487805,0,1,5,0.4
2025-06-27 00:00:00+00:00,TRANSITION_LEG,IMPULSE,0.11764705882352941,0,2,5,0.4
2025-06-27 01:00:00+00:00,TRANSITION_LEG,IMPULSE,0.14634146341463414,0,3,5,0.4
2025-06-27 02:00:00+00:00,TRANSITION_LEG,IMPULSE,0.23529411764705882,0,4,5,0.4
2025-06-27 03:00:00+00:00,TRANSITION_LEG,IMPULSE,0.29411764705882354,0,5,5,0.4
2025-06-27 04:00:00+00:00,TRANSITION_LEG,IMPULSE,0.04878048780487805,0,1,6,0.4
2025-06-27 05:00:00+00:00,TRANSITION_LEG,IMPULSE,0.2857142857142857,0,2,6,0.4
2025-06-27 06:00:00+00:00,TRANSITION_LEG,IMPULSE,0.42857142857142855,0,3,6,0.4
2025-06-27 07:00:00+00:00,TRANSITION_LEG,IMPULSE,0.5714285714285714,0,4,6,0.4
2025-06-27 08:00:00+00:00,TRANSITION_LEG,IMPULSE,0.7142857142857143,0,5,6,0.4
2025-06-27 09:00:00+00:00,TRANSITION_LEG,IMPULSE,0.04878048780487805,0,1,7,0.4
2025-06-27 10:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3076923076923077,0,2,7,0.4
2025-06-27 11:00:00+00:00,TRANSITION_LEG,PULLBACK,0.46153846153846156,0,3,7,0.4
2025-06-27 12:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6153846153846154,0,4,7,0.4
2025-06-27 13:00:00+00:00,TRANSITION_LEG,IMPULSE,0.7692307692307693,0,5,7,0.4
2025-06-27 14:00:00+00:00,TRANSITION_LEG,IMPULSE,0.9230769230769231,0,6,7,0.4
2025-06-27 15:00:00+00:00,TRANSITION_LEG,IMPULSE,0.09090909090909091,0,1,8,0.4
2025-06-27 16:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3076923076923077,0,2,8,0.4
2025-06-27 17:00:00+00:00,TRANSITION_LEG,IMPULSE,0.46153846153846156,0,3,8,0.4
2025-06-27 18:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6153846153846154,0,4,8,0.4
2025-06-27 19:00:00+00:00,TRANSITION_LEG,PULLBACK,0.7692307692307693,0,5,8,0.4
2025-06-27 20:00:00+00:00,TRANSITION_LEG,IMPULSE,0.5454545454545454,0,6,8,0.4
2025-06-27 21:00:00+00:00,TRANSITION_LEG,PULLBACK,0.1111111111111111,0,1,9,0.4
2025-06-27 22:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3076923076923077,0,2,9,0.4
2025-06-27 23:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3333333333333333,0,3,9,0.4
2025-06-28 00:00:00+00:00,TRANSITION_LEG,PULLBACK,0.14285714285714285,0,1,10,0.4
2025-06-28 01:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3076923076923077,0,2,10,0.4
2025-06-28 02:00:00+00:00,TRANSITION_LEG,IMPULSE,0.46153846153846156,0,3,10,0.4
2025-06-28 03:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6153846153846154,0,4,10,0.4
2025-06-28 04:00:00+00:00,TRANSITION_LEG,IMPULSE,0.7692307692307693,0,5,10,0.4
2025-06-28 05:00:00+00:00,TRANSITION_LEG,IMPULSE,0.9230769230769231,0,6,10,0.4
2025-06-28 06:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,7,10,0.4
2025-06-28 07:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,8,10,0.5
2025-06-28 08:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,9,10,0.5
2025-06-28 09:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,10,10,0.5
2025-06-28 10:00:00+00:00,RANGE_LEG,PULLBACK,1.0,0,11,10,0.5
2025-06-28 11:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,12,10,0.5
2025-06-28 12:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,13,10,0.5
2025-06-28 13:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,14,10,0.5
2025-06-28 14:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,15,10,0.5
2025-06-28 15:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,16,10,0.5
2025-06-28 16:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,17,10,0.5
2025-06-28 17:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,18,10,0.5
2025-06-28 18:00:00+00:00,RANGE_LEG,PULLBACK,1.0,0,19,10,0.5
2025-06-28 19:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,20,10,0.5
2025-06-28 20:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,21,10,0.5
2025-06-28 21:00:00+00:00,TRANSITION_LEG,IMPULSE,0.1111111111111111,0,1,11,0.4
2025-06-28 22:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3076923076923077,0,2,11,0.4
2025-06-28 23:00:00+00:00,TRANSITION_LEG,IMPULSE,0.1111111111111111,0,1,12,0.4
2025-06-29 00:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3333333333333333,0,2,12,0.4
2025-06-29 01:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3333333333333333,0,3,12,0.4
2025-06-29 02:00:00+00:00,TRANSITION_LEG,IMPULSE,0.4444444444444444,0,4,12,0.4
2025-06-29 03:00:00+00:00,TRANSITION_LEG,PULLBACK,0.5555555555555556,0,5,12,0.4
2025-06-29 04:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6666666666666666,0,6,12,0.4
2025-06-29 05:00:00+00:00,TRANSITION_LEG,IMPULSE,0.7777777777777778,0,7,12,0.4
2025-06-29 06:00:00+00:00,RANGE_LEG,IMPULSE,0.8888888888888888,0,8,12,0.5
2025-06-29 07:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,9,12,0.5
2025-06-29 08:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,10,12,0.5
2025-06-29 09:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,0,11,12,0.5
2025-06-29 10:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,1,12,12,1.0
2025-06-29 11:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,1,13,12,1.0
2025-06-29 12:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,1,14,12,0.9488511924936891
2025-06-29 13:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,1,15,12,0.8567680226207539
2025-06-29 14:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,0,16,12,0.5
2025-06-29 15:00:00+00:00,RANGE_LEG,EXHAUSTION,1.0,0,17,12,0.5
2025-06-29 16:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,18,12,0.5
2025-06-29 17:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,19,12,0.5
2025-06-29 18:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,20,12,0.5
2025-06-29 19:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,21,12,0.5
2025-06-29 20:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,22,12,0.5
2025-06-29 21:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,23,12,0.5
2025-06-29 22:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,0,24,12,0.5
2025-06-29 23:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,0,25,12,0.5
2025-06-30 00:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,1,26,12,0.8228359908726859
2025-06-30 01:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,0,27,12,0.5
2025-06-30 02:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,0,28,12,0.5
2025-06-30 03:00:00+00:00,FAST_UP_LEG,EXHAUSTION,0.0,0,29,12,0.5
2025-06-30 04:00:00+00:00,FAST_UP_LEG,IMPULSE,0.0,0,30,12,0.5
2025-06-30 05:00:00+00:00,TRANSITION_LEG,IMPULSE,0.1111111111111111,0,1,13,0.4
2025-06-30 06:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3333333333333333,0,2,13,0.4
2025-06-30 07:00:00+00:00,TRANSITION_LEG,IMPULSE,0.5,0,3,13,0.4
2025-06-30 08:00:00+00:00,TRANSITION_LEG,IMPULSE,0.1111111111111111,0,1,14,0.4
2025-06-30 09:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3333333333333333,0,2,14,0.4
2025-06-30 10:00:00+00:00,TRANSITION_LEG,IMPULSE,0.5,0,3,14,0.4
2025-06-30 11:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6666666666666666,0,4,14,0.4
2025-06-30 12:00:00+00:00,TRANSITION_LEG,IMPULSE,0.8333333333333334,0,5,14,0.4
2025-06-30 13:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6666666666666666,0,6,14,0.4
2025-06-30 14:00:00+00:00,TRANSITION_LEG,PULLBACK,1.0,0,7,14,0.4
2025-06-30 15:00:00+00:00,RANGE_LEG,IMPULSE,0.8888888888888888,0,8,14,0.5
2025-06-30 16:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,9,14,0.5
2025-06-30 17:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,10,14,0.5
2025-06-30 18:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,11,14,0.5
2025-06-30 19:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,12,14,0.5
2025-06-30 20:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,13,14,0.5
2025-06-30 21:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,14,14,0.5
2025-06-30 22:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,15,14,0.5
2025-06-30 23:00:00+00:00,TRANSITION_LEG,IMPULSE,0.1111111111111111,0,1,15,0.4
2025-07-01 00:00:00+00:00,TRANSITION_LEG,PULLBACK,0.3333333333333333,0,2,15,0.4
2025-07-01 01:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3333333333333333,0,3,15,0.4
2025-07-01 02:00:00+00:00,TRANSITION_LEG,IMPULSE,0.4444444444444444,0,4,15,0.4
2025-07-01 03:00:00+00:00,TRANSITION_LEG,IMPULSE,0.5555555555555556,0,5,15,0.4
2025-07-01 04:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,6,15,0.4
2025-07-01 05:00:00+00:00,TRANSITION_LEG,IMPULSE,0.7777777777777778,0,7,15,0.4
2025-07-01 06:00:00+00:00,RANGE_LEG,IMPULSE,0.8888888888888888,0,8,15,0.5
2025-07-01 07:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,9,15,0.5
2025-07-01 08:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,10,15,0.5
2025-07-01 09:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,11,15,0.5
2025-07-01 10:00:00+00:00,SLOW_UP_LEG,IMPULSE,0.0,1,12,15,0.8210533086101914
2025-07-01 11:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,13,15,0.5
2025-07-01 12:00:00+00:00,SLOW_UP_LEG,IMPULSE,0.0,1,14,15,0.809059201640085
2025-07-01 13:00:00+00:00,RANGE_LEG,EXHAUSTION,1.0,0,15,15,0.5
2025-07-01 14:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,1,16,15,0.8367296797071215
2025-07-01 15:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,1,17,15,0.8199492511996017
2025-07-01 16:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,18,15,0.5
2025-07-01 17:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,19,15,0.5
2025-07-01 18:00:00+00:00,FAST_DOWN_LEG,EXHAUSTION,0.0,1,20,15,0.810794228912239
2025-07-01 19:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,1,21,15,0.8615547224471855
2025-07-01 20:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,0,22,15,0.5
2025-07-01 21:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,0,23,15,0.5
2025-07-01 22:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,0,24,15,0.5
2025-07-01 23:00:00+00:00,FAST_DOWN_LEG,EXHAUSTION,0.0,0,25,15,0.5
2025-07-02 00:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,0,26,15,0.5
2025-07-02 01:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,0,27,15,0.5
2025-07-02 02:00:00+00:00,FAST_DOWN_LEG,IMPULSE,0.0,0,28,15,0.5
2025-07-02 03:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,29,15,0.5
2025-07-02 04:00:00+00:00,RANGE_LEG,EXHAUSTION,1.0,0,30,15,0.5
2025-07-02 05:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,31,15,0.5
2025-07-02 06:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,32,15,0.5
2025-07-02 07:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,33,15,0.5
2025-07-02 08:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,34,15,0.5
2025-07-02 09:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,35,15,0.5
2025-07-02 10:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,36,15,0.5
2025-07-02 11:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,37,15,0.5
2025-07-02 12:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,38,15,0.5
2025-07-02 13:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,39,15,0.5
2025-07-02 14:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,40,15,0.5
2025-07-02 15:00:00+00:00,FAST_UP_LEG,EXHAUSTION,1.0,0,41,15,0.5
2025-07-02 16:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,42,15,0.5
2025-07-02 17:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,43,15,0.5
2025-07-02 18:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,44,15,0.5
2025-07-02 19:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,45,15,0.5
2025-07-02 20:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,46,15,0.5
2025-07-02 21:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,47,15,0.5
2025-07-02 22:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,48,15,0.5
2025-07-02 23:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,49,15,0.5
2025-07-03 00:00:00+00:00,FAST_UP_LEG,IMPULSE,1.0,0,50,15,0.5
2025-07-03 01:00:00+00:00,TRANSITION_LEG,IMPULSE,0.1111111111111111,0,1,16,0.4
2025-07-03 02:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3333333333333333,0,2,16,0.4
2025-07-03 03:00:00+00:00,TRANSITION_LEG,IMPULSE,0.5,0,3,16,0.4
2025-07-03 04:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6666666666666666,0,4,16,0.4
2025-07-03 05:00:00+00:00,TRANSITION_LEG,IMPULSE,0.8333333333333334,0,5,16,0.4
2025-07-03 06:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,6,16,0.4
2025-07-03 07:00:00+00:00,TRANSITION_LEG,IMPULSE,0.7777777777777778,0,7,16,0.4
2025-07-03 08:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,8,16,0.5
2025-07-03 09:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,9,16,0.5
2025-07-03 10:00:00+00:00,TRANSITION_LEG,IMPULSE,0.1111111111111111,0,1,17,0.4
2025-07-03 11:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3076923076923077,0,2,17,0.4
2025-07-03 12:00:00+00:00,TRANSITION_LEG,IMPULSE,0.46153846153846156,0,3,17,0.4
2025-07-03 13:00:00+00:00,TRANSITION_LEG,IMPULSE,0.6153846153846154,0,4,17,0.4
2025-07-03 14:00:00+00:00,TRANSITION_LEG,IMPULSE,0.5555555555555556,0,5,17,0.4
2025-07-03 15:00:00+00:00,TRANSITION_LEG,EXHAUSTION,0.9230769230769231,0,6,17,0.4
2025-07-03 16:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,7,17,0.4
2025-07-03 17:00:00+00:00,RANGE_LEG,IMPULSE,0.8888888888888888,0,8,17,0.5
2025-07-03 18:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,9,17,0.5
2025-07-03 19:00:00+00:00,RANGE_LEG,EXHAUSTION,1.0,0,10,17,0.5
2025-07-03 20:00:00+00:00,RANGE_LEG,IMPULSE,1.0,0,11,17,0.5
2025-07-03 21:00:00+00:00,TRANSITION_LEG,IMPULSE,0.09090909090909091,0,1,18,0.4
2025-07-03 22:00:00+00:00,TRANSITION_LEG,IMPULSE,0.3076923076923077,0,2,18,0.4
2025-07-03 23:00:00+00:00,TRANSITION_LEG,IMPULSE,0.46153846153846156,0,3,18,0.4
2025-07-04 00:00:00+00:00,TRANSITION_LEG,PULLBACK,0.6153846153846154,0,4,18,0.4
2025-07-04 01:00:00+00:00,TRANSITION_LEG,IMPULSE,0.7692307692307693,0,5,18,0.4
2025-07-04 02:00:00+00:00,TRANSITION_LEG,IMPULSE,0.9230769230769231,0,6,18,0.4
2025-07-04 03:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,7,18,0.4
2025-07-04 04:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,8,18,0.5
2025-07-04 05:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,9,18,0.5
2025-07-04 06:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,10,18,0.5
2025-07-04 07:00:00+00:00,TRANSITION_LEG,IMPULSE,1.0,0,11,18,0.5
2025-07-04 08:00:00+00:00,SLOW_DOWN_LEG,IMPULSE,0.0,1,12,18,1.0
2025-07-04 09:00:00+00:00,SLOW_DOWN_LEG,IMPULSE,0.0,1,13,18,0.9854413127116994
2025-07-04 10:00:00+00:00,SLOW_DOWN_LEG,IMPULSE,0.0,1,14,18,1.0
2025-07-04 11:00:00+00:00,SLOW_DOWN_LEG,IMPULSE,0.0,1,15,18,1.0
